subscription/id,subscription/address_id,subscription/customer_id,subscription/created_at,subscription/updated_at,subscription/next_charge_scheduled_at,subscription/cancelled_at,subscription/product_title,subscription/variant_title,subscription/quantity,subscription/status,subscription/shopify_product_id,subscription/shopify_variant_id,subscription/sku,subscription/order_interval_unit,subscription/order_interval_frequency,subscription/charge_interval_frequency,subscription/cancellation_reason,subscription/cancellation_reason_comments,subscription/order_day_of_week,subscription/order_day_of_month,"subscription/properties/{""name""=>""charge_interval_frequency"", ""value""=>""1""}/name","subscription/properties/{""name""=>""charge_interval_frequency"", ""value""=>""1""}/value","subscription/properties/{""name""=>""charge_interval_unit_type"", ""value""=>""Months""}/name","subscription/properties/{""name""=>""charge_interval_unit_type"", ""value""=>""Months""}/value","subscription/properties/{""name""=>""leggings"", ""value""=>""M""}/name","subscription/properties/{""name""=>""leggings"", ""value""=>""M""}/value","subscription/properties/{""name""=>""main-product"", ""value""=>""true""}/name","subscription/properties/{""name""=>""main-product"", ""value""=>""true""}/value","subscription/properties/{""name""=>""product_collection"", ""value""=>""Sky's The Limit - 5 Items""}/name","subscription/properties/{""name""=>""product_collection"", ""value""=>""Sky's The Limit - 5 Items""}/value","subscription/properties/{""name""=>""referrer"", ""value""=>""https://elliestaging.myshopify.com/collections/current-collection""}/name","subscription/properties/{""name""=>""referrer"", ""value""=>""https://elliestaging.myshopify.com/collections/current-collection""}/value","subscription/properties/{""name""=>""shipping_interval_frequency"", ""value""=>""1""}/name","subscription/properties/{""name""=>""shipping_interval_frequency"", ""value""=>""1""}/value","subscription/properties/{""name""=>""shipping_interval_unit_type"", ""value""=>""Months""}/name","subscription/properties/{""name""=>""shipping_interval_unit_type"", ""value""=>""Months""}/value","subscription/properties/{""name""=>""sports-bra"", ""value""=>""M""}/name","subscription/properties/{""name""=>""sports-bra"", ""value""=>""M""}/value","subscription/properties/{""name""=>""tops"", ""value""=>""M""}/name","subscription/properties/{""name""=>""tops"", ""value""=>""M""}/value",subscription/expire_after_specific_number_of_charges
12805351,8562190,8760382,2018-03-14T17:45:16,2018-05-22T06:50:38,2018-05-28T00:00:00,"",May Flowers - 3 Items  Auto renew,"",1,ACTIVE,746988568668,8145886478428,764204150243,month,1,1,"","","",0,charge_interval_frequency,1,charge_interval_unit_type,Months,leggings,M,main-product,true,product_collection,Sky's The Limit - 5 Items,referrer,https://elliestaging.myshopify.com/collections/current-collection,shipping_interval_frequency,1,shipping_interval_unit_type,Months,sports-bra,M,tops,M,""
